math_score,eng_score,ukr_score,has_benefits,admitted
188,157,167,True,1
157,183,161,False,1
193,134,148,False,1
152,138,140,False,0
149,195,115,False,0
147,179,132,False,0
161,183,106,False,0
161,103,147,False,0
159,128,106,False,0
101,150,119,False,0
189,110,108,False,0
133,120,145,False,0
151,189,128,False,0
117,146,199,False,0
106,166,105,False,0
135,116,135,False,0
173,125,126,False,0
140,120,198,False,0
156,196,184,False,1
104,144,158,False,0
117,132,148,False,0
191,164,191,False,1
169,161,129,False,0
149,164,132,False,0
179,193,139,False,1
176,132,109,True,0
157,200,136,False,1
130,159,127,False,0
167,197,155,False,1
115,140,170,False,0
149,195,146,False,1
144,121,128,False,0
195,143,121,False,0
172,101,191,False,0
106,117,187,True,0
164,172,176,False,1
185,117,197,False,1
185,124,178,False,1
112,197,169,False,0
147,179,101,False,0
189,182,104,False,1
122,154,188,False,0
125,129,142,False,0
180,103,160,False,0
175,192,117,False,1
148,129,174,False,0
162,151,195,False,1
108,152,196,False,0
111,181,155,True,0
151,101,132,False,0
192,130,174,False,1
166,129,152,True,1
175,184,152,False,1
164,153,111,False,0
118,126,113,False,0
123,112,118,False,0
173,183,177,False,1
170,136,180,False,1
127,122,102,False,0
174,128,119,False,0
143,149,199,False,1
137,167,195,False,0
105,118,125,False,0
124,194,128,False,0
185,112,167,True,1
162,187,100,False,0
200,101,170,False,1
132,141,165,False,0
121,110,183,True,0
149,113,103,False,0
169,162,126,False,0
198,190,115,False,1
141,149,184,False,0
114,148,102,False,0
166,122,148,False,0
161,164,150,False,0
144,175,171,False,1
111,154,189,False,0
130,160,189,False,0
182,189,113,False,1
168,135,115,True,0
154,106,186,True,1
154,173,113,False,0
183,163,151,False,1
152,154,146,False,0
100,187,109,False,0
153,113,172,False,0
151,131,151,False,0
135,175,101,False,0
172,133,173,False,1
197,104,139,False,0
104,169,186,False,0
144,162,189,False,1
163,108,131,False,0
120,121,170,False,0
148,147,108,False,0
142,165,147,False,0
131,145,148,False,0
105,115,150,False,0
106,142,159,False,0
145,104,124,True,0
146,132,158,False,0
195,197,136,False,1
144,117,136,False,0
114,155,127,False,0
193,192,185,False,1
149,109,156,False,0
167,114,148,False,0
100,185,177,False,0
161,163,173,False,1
103,107,153,False,0
191,199,100,False,1
188,175,162,False,1
177,120,116,False,0
102,123,106,False,0
121,122,126,False,0
176,171,200,False,1
124,185,110,False,0
168,117,110,False,0
119,156,147,False,0
110,141,135,True,0
171,154,110,False,0
151,159,123,False,0
167,148,198,False,1
114,194,189,False,0
119,103,184,False,0
125,197,164,False,0
179,160,112,False,0
136,178,162,False,0
147,137,113,False,0
107,105,154,False,0
115,102,189,False,0
184,187,179,False,1
173,174,161,False,1
148,107,118,False,0
200,134,137,False,1
141,131,157,False,0
115,157,114,False,0
163,113,132,True,0
106,145,128,False,0
194,134,194,False,1
110,176,174,False,0
155,130,138,False,0
183,118,182,False,1
198,149,127,False,1
117,102,106,False,0
128,103,107,False,0
129,102,176,True,0
186,165,152,False,1
167,161,157,False,1
148,170,128,False,0
128,142,183,False,0
150,192,155,True,1
103,114,153,False,0
168,190,112,False,0
129,191,136,False,0
156,164,160,False,0
160,147,182,True,1
171,131,103,False,0
166,154,112,False,0
134,185,198,True,0
125,180,196,False,0
200,184,138,False,1
184,130,196,False,1
130,115,131,False,0
157,101,188,False,0
150,181,148,False,0
142,113,102,False,0
135,183,122,False,0
121,129,168,False,0
160,153,180,False,1
119,106,147,False,0
184,168,159,False,1
159,148,161,True,1
102,144,154,False,0
155,132,157,False,0
178,109,198,False,1
142,145,103,False,0
110,143,192,False,0
118,196,145,False,0
196,106,111,False,0
183,162,140,False,1
152,175,102,True,0
175,100,143,False,0
122,191,179,False,0
160,111,127,False,0
183,174,106,True,1
135,183,155,False,0
107,115,189,False,0
107,198,159,False,0
161,134,141,False,0
116,171,185,False,0
160,183,103,False,0
116,194,171,False,0
163,165,166,True,1
198,127,102,False,0
110,139,174,True,0
124,180,119,False,0
170,144,149,False,0
109,199,160,False,0
131,192,143,False,0
164,112,185,True,1
101,156,142,False,0
159,154,107,False,0
122,118,142,False,0
140,175,169,True,1
185,181,168,False,1
194,127,184,False,1
139,148,102,False,0
145,141,133,False,0
149,115,102,False,0
118,174,155,False,0
172,166,153,False,1
175,165,176,False,1
188,171,190,False,1
108,134,170,False,0
193,126,170,False,1
126,107,156,False,0
126,111,144,False,0
183,147,149,False,1
152,143,164,False,0
190,106,142,False,0
127,156,122,False,0
101,152,167,False,0
109,163,181,False,0
155,146,140,False,0
157,126,143,False,0
128,141,106,False,0
192,116,181,False,1
193,139,188,True,1
101,105,178,False,0
176,105,128,False,0
120,104,173,False,0
130,198,119,False,0
141,133,142,False,0
181,187,112,False,1
137,154,172,False,0
197,184,179,False,1
153,139,200,False,1
161,135,123,False,0
194,160,194,False,1
181,103,121,False,0
114,143,138,False,0
142,177,171,True,1
133,125,167,False,0
132,148,145,True,0
161,106,134,False,0
149,142,126,False,0
140,130,172,False,0
148,125,167,False,0
126,119,109,False,0
157,184,125,False,0
176,147,143,False,0
112,103,104,False,0
175,105,161,False,0
181,194,176,False,1
108,188,128,False,0
102,152,101,False,0
129,101,168,False,0
180,174,175,False,1
200,128,197,False,1
198,124,164,False,1
151,192,145,False,1
166,169,113,False,0
143,178,108,False,0
169,143,133,False,0
169,143,180,False,1
164,185,160,False,1
162,136,117,False,0
166,100,108,False,0
111,190,165,False,0
102,156,141,False,0
174,118,124,False,0
164,123,177,False,0
154,192,120,False,0
100,111,105,False,0
137,184,133,False,0
106,106,177,False,0
165,128,141,False,0
104,110,191,False,0
128,107,121,False,0
111,127,188,False,0
145,105,131,False,0
160,107,147,False,0
163,153,188,False,1
112,195,164,False,0
128,158,116,False,0
198,120,157,True,1
145,124,197,False,0
188,164,155,False,1
157,102,109,False,0
114,168,101,False,0
177,178,122,False,1
131,199,147,False,0
115,198,153,False,0
171,123,176,False,0
195,178,169,False,1
178,160,121,False,0
171,130,198,False,1
140,151,169,False,0
171,186,121,False,1
149,174,196,False,1
186,197,131,False,1
137,174,178,False,0
148,109,173,False,0
136,165,169,False,0
115,183,166,False,0
167,138,151,False,0
185,130,181,False,1
170,154,100,False,0
196,176,101,False,1
102,113,192,False,0
141,139,102,True,0
111,191,157,False,0
157,181,107,False,0
133,171,131,False,0
149,106,135,False,0
160,172,157,False,1
154,152,114,False,0
200,146,130,False,1
187,106,140,False,0
141,180,195,False,1
165,118,162,False,0
114,155,164,False,0
104,151,146,True,0
190,194,154,False,1
112,195,129,False,0
143,147,171,False,0
199,198,160,False,1
185,107,130,False,0
139,113,193,False,0
186,169,102,True,1
132,191,179,False,0
195,188,194,False,1
159,188,189,False,1
162,131,159,False,0
194,127,119,False,0
178,102,117,False,0
163,153,185,False,1
167,186,119,False,0
141,105,168,False,0
148,184,100,False,0
184,175,113,False,1
100,112,117,True,0
199,167,112,False,1
195,144,129,False,0
191,169,145,False,1
148,128,139,False,0
155,152,106,True,0
145,109,129,True,0
128,174,116,False,0
136,177,175,True,0
119,166,115,False,0
130,107,157,False,0
123,151,159,False,0
157,159,165,False,1
130,148,128,False,0
104,174,105,False,0
121,145,151,False,0
124,172,196,False,0
195,161,171,False,1
157,192,176,False,1
127,191,129,False,0
134,137,165,False,0
164,177,122,False,0
174,120,103,False,0
194,185,192,False,1
152,129,157,False,0
189,200,154,False,1
176,142,149,False,0
182,117,168,False,0
200,164,165,False,1
111,165,118,False,0
181,123,125,False,0
148,169,195,False,1
178,188,145,True,1
102,199,176,False,0
174,190,115,False,1
178,123,111,False,0
185,180,108,False,1
123,113,171,False,0
155,179,131,False,0
150,165,192,False,1
153,183,198,False,1
126,112,114,False,0
138,184,183,False,0
176,170,148,False,1
179,179,119,True,1
132,169,158,False,0
141,130,165,False,0
198,132,192,False,1
186,118,131,False,0
142,141,158,False,0
150,173,138,False,0
104,178,115,False,0
177,192,101,False,0
158,122,132,False,0
181,190,149,False,1
166,196,153,False,1
125,119,194,False,0
192,198,131,False,1
110,119,113,False,0
196,108,126,False,0
136,153,191,False,0
154,144,133,True,1
159,184,139,False,1
177,186,122,False,1
175,127,177,False,1
195,123,192,False,1
123,133,144,False,0
176,137,186,False,1
189,124,188,False,1
150,130,141,True,0
173,132,102,False,0
184,169,149,False,1
112,140,194,False,0
163,176,100,False,0
194,190,104,False,1
181,198,131,False,1
139,133,185,False,0
135,142,139,True,0
110,122,200,False,0
180,161,111,False,0
190,144,132,False,0
153,149,177,False,0
112,137,127,False,0
190,197,110,False,1
168,107,113,False,0
125,170,174,False,0
105,109,164,False,0
198,192,149,False,1
169,151,145,True,1
185,183,172,False,1
154,163,111,False,0
119,107,197,False,0
153,170,107,False,0
161,156,107,False,0
114,114,100,False,0
180,103,192,False,1
149,176,134,False,0
138,164,111,False,0
129,197,137,False,0
182,173,163,False,1
164,142,134,True,1
152,189,118,True,1
179,105,178,False,0
134,192,112,False,0
175,142,127,False,0
113,132,126,False,0
108,159,134,False,0
182,130,145,False,0
172,193,189,False,1
163,135,131,False,0
181,192,100,False,1
195,198,113,False,1
134,155,107,False,0
197,193,146,False,1
124,132,195,False,0
140,174,113,False,0
112,155,155,False,0
103,198,123,False,0
176,111,131,False,0
117,127,131,False,0
136,186,106,False,0
108,103,133,False,0
183,163,108,False,0
174,166,185,True,1
134,116,163,False,0
119,192,104,False,0
144,174,195,True,1
106,171,134,False,0
160,160,105,False,0
155,126,108,False,0
143,161,120,False,0
150,105,152,False,0
141,130,119,False,0
100,138,183,False,0
122,146,167,False,0
102,142,132,False,0
160,186,128,False,0
170,102,179,False,0
107,180,135,False,0
197,172,137,False,1
132,200,140,False,0
200,106,154,False,0
195,152,148,False,1
146,110,184,False,0
178,125,148,False,0
182,198,131,False,1
103,129,179,False,0
195,108,123,False,0
175,130,177,False,1
161,167,175,False,1
103,173,150,True,0
134,113,104,False,0
148,158,143,False,0
155,198,144,False,1
160,147,193,False,1
196,189,124,False,1
170,113,104,False,0
190,192,124,False,1
149,132,116,False,0
127,126,117,False,0
117,149,156,False,0
186,107,182,False,1
166,151,154,False,0
148,165,193,False,1
137,123,165,False,0
125,197,194,False,0
151,145,149,True,1
134,150,120,False,0
188,164,175,False,1
111,104,125,True,0
122,195,116,False,0
151,137,200,False,1
178,125,183,False,1
111,140,170,False,0
140,155,165,False,0
167,197,182,True,1
102,120,135,False,0
176,151,124,False,0
170,122,200,False,1
153,126,173,True,1
168,106,179,False,0
189,136,151,False,1
103,192,197,False,0
152,198,119,False,0
150,134,113,False,0
129,112,151,True,0
166,155,158,False,1
109,117,185,False,0
185,103,178,False,0
170,184,157,False,1
163,171,193,False,1
178,196,188,False,1
124,182,156,False,0
197,171,159,False,1
181,157,193,False,1
102,116,148,False,0
133,143,133,False,0
112,179,165,False,0
120,103,115,True,0
160,100,141,False,0
131,149,127,False,0
119,102,102,False,0
151,167,112,False,0
181,194,163,False,1
200,106,114,False,0
116,150,140,False,0
193,137,144,False,1
186,181,183,False,1
102,149,167,False,0
194,176,120,False,1
102,146,108,True,0
154,186,169,False,1
127,172,180,False,0
134,116,101,False,0
134,200,151,True,0
137,186,164,True,0
116,152,160,True,0
112,164,101,True,0
161,143,190,False,1
166,112,111,False,0
166,177,193,True,1
127,151,189,False,0
172,153,148,False,0
139,170,129,False,0
149,200,131,False,0
179,154,197,False,1
125,113,161,False,0
123,131,146,False,0
127,127,122,False,0
141,166,130,False,0
122,164,143,False,0
117,192,189,False,0
146,191,148,False,1
110,111,154,False,0
143,189,127,False,0
119,147,196,False,0
159,171,125,False,0
199,160,105,False,0
102,161,184,False,0
167,175,133,False,0
183,163,184,True,1
186,200,163,False,1
180,163,106,False,0
185,178,120,False,1
128,122,156,False,0
169,148,135,False,0
105,197,162,False,0
146,169,139,False,0
160,112,131,False,0
114,101,154,False,0
176,141,154,False,0
146,169,160,False,0
191,167,107,False,0
126,163,128,False,0
180,135,182,False,1
165,105,185,False,0
103,118,123,True,0
156,150,144,True,1
176,108,100,False,0
132,149,146,False,0
172,129,152,False,0
185,114,198,False,1
103,112,105,False,0
128,142,156,False,0
144,108,118,False,0
187,144,123,False,0
188,147,110,False,0
186,178,119,False,1
108,182,115,False,0
155,106,176,False,0
137,123,130,False,0
193,150,195,False,1
119,194,106,False,0
110,159,131,False,0
123,115,111,False,0
136,185,158,False,0
138,168,156,False,0
135,130,179,False,0
115,156,150,False,0
130,172,122,False,0
126,133,144,False,0
164,168,142,True,1
182,174,144,False,1
128,189,129,True,0
174,199,122,False,1
180,183,197,False,1
137,117,155,False,0
188,194,157,False,1
138,192,179,False,0
172,108,124,False,0
173,117,175,False,0
189,139,177,False,1
196,125,151,False,1
172,108,156,False,0
102,153,188,False,0
183,132,116,False,0
184,121,155,False,0
164,124,166,False,0
127,142,137,False,0
166,115,159,False,0
102,152,153,False,0
139,150,130,False,0
152,144,162,False,0
112,176,138,False,0
110,171,149,False,0
128,188,156,False,0
171,163,132,False,0
170,165,119,False,0
123,154,162,False,0
183,105,177,False,0
190,197,189,False,1
157,197,124,False,0
169,129,105,False,0
141,187,195,False,1
100,155,153,False,0
143,131,112,False,0
138,173,143,False,0
143,111,199,False,0
177,126,111,False,0
196,148,126,True,1
131,112,163,False,0
149,133,146,False,0
126,152,137,False,0
189,194,151,False,1
135,118,136,False,0
139,136,126,False,0
116,106,114,True,0
164,115,142,False,0
115,181,119,False,0
154,192,134,False,0
131,166,101,True,0
135,107,161,False,0
141,197,148,False,0
107,193,158,False,0
106,104,171,False,0
162,187,103,False,0
200,173,183,False,1
134,101,113,False,0
190,149,197,False,1
173,199,121,False,1
147,142,193,False,0
184,187,174,False,1
151,154,196,False,1
114,160,180,False,0
193,160,158,False,1
189,152,169,False,1
163,101,146,False,0
171,115,168,False,0
105,163,148,False,0
170,110,123,False,0
113,157,145,False,0
120,110,191,False,0
134,154,107,False,0
136,112,109,False,0
187,174,134,False,1
156,199,104,False,0
127,179,143,False,0
117,101,182,False,0
157,153,154,False,0
189,151,173,True,1
152,168,101,True,0
146,129,165,False,0
148,132,102,False,0
191,167,188,False,1
194,161,161,False,1
179,151,125,False,0
170,138,170,False,1
190,148,173,False,1
104,189,200,False,0
101,193,154,False,0
148,134,171,False,0
159,122,158,False,0
158,132,172,False,0
151,128,126,True,0
196,139,186,False,1
117,112,179,False,0
176,138,106,True,0
118,135,190,False,0
192,133,109,False,0
112,171,110,False,0
120,147,200,False,0
183,141,117,False,0
173,159,148,False,1
114,161,105,False,0
115,153,175,False,0
151,182,159,False,1
192,146,104,False,0
191,172,193,False,1
151,167,195,False,1
127,190,163,True,0
158,138,140,False,0
187,186,123,False,1
186,157,101,False,0
188,148,109,False,0
124,183,116,False,0
185,106,155,False,0
141,159,172,False,0
150,186,138,False,0
114,118,128,False,0
114,121,135,False,0
155,172,118,False,0
196,189,181,False,1
152,114,130,False,0
101,194,190,False,0
155,170,137,False,0
181,180,141,True,1
189,165,177,False,1
173,109,138,True,0
178,101,167,False,0
158,146,139,False,0
187,128,163,False,1
102,143,115,False,0
138,161,110,False,0
152,149,183,True,1
129,162,128,False,0
185,188,151,False,1
171,136,156,False,0
156,177,173,False,1
171,183,102,False,0
130,108,176,False,0
107,119,167,False,0
110,119,100,False,0
190,136,106,False,0
105,178,156,False,0
112,199,132,False,0
185,148,185,True,1
121,188,140,False,0
191,190,181,False,1
169,123,103,False,0
130,170,146,False,0
108,162,186,False,0
109,122,106,False,0
160,190,139,False,1
137,135,117,False,0
187,155,199,False,1
103,108,127,False,0
154,173,177,False,1
168,125,106,True,0
123,176,156,False,0
126,180,192,False,0
115,138,126,False,0
145,187,121,False,0
159,181,142,False,1
116,130,142,False,0
188,146,102,False,0
167,197,182,False,1
128,193,154,False,0
123,124,105,False,0
146,106,127,False,0
184,107,145,False,0
191,174,192,False,1
173,103,146,False,0
110,194,139,False,0
112,168,180,True,0
105,110,105,False,0
199,130,170,False,1
109,181,133,False,0
133,157,123,False,0
112,122,172,True,0
174,125,104,False,0
182,131,110,False,0
193,160,123,False,1
137,172,117,False,0
168,196,174,False,1
113,142,134,False,0
154,194,122,False,0
108,176,135,False,0
174,172,141,False,1
183,147,148,True,1
103,121,168,False,0
194,165,172,False,1
110,118,137,True,0
167,109,199,False,0
121,185,109,False,0
198,193,139,True,1
152,150,148,False,0
141,135,111,False,0
189,164,119,False,1
175,171,172,False,1
104,119,190,False,0
120,104,155,False,0
152,156,145,True,1
143,156,179,False,0
102,141,163,False,0
102,116,176,False,0
130,119,101,False,0
196,126,163,False,1
178,111,101,False,0
166,125,159,False,0
134,170,145,False,0
179,143,123,False,0
128,194,123,False,0
166,118,172,False,0
124,111,105,False,0
162,112,145,False,0
125,126,185,False,0
168,121,141,False,0
112,163,139,False,0
180,161,135,False,1
132,175,104,False,0
114,118,145,False,0
189,176,108,False,1
116,162,170,False,0
128,141,152,False,0
183,137,168,False,1
180,197,108,False,1
141,127,131,True,0
152,184,156,False,1
156,173,114,False,0
130,160,157,True,0
103,107,172,False,0
194,178,109,False,1
138,184,174,False,0
185,195,196,False,1
164,139,183,False,1
185,101,130,False,0
171,106,101,False,0
190,154,191,False,1
189,117,194,False,1
175,127,148,False,0
135,114,188,False,0
159,176,149,False,1
180,195,189,False,1
197,160,147,False,1
140,158,187,False,0
157,102,101,False,0
176,103,101,False,0
142,149,152,False,0
146,194,166,False,1
172,184,197,False,1
185,154,101,False,0
152,164,178,False,1
143,134,180,False,0
118,113,138,False,0
121,101,101,False,0
172,122,172,False,0
164,151,197,False,1
132,101,143,True,0
166,167,149,False,1
165,123,147,False,0
140,151,117,False,0
164,100,123,False,0
110,149,189,False,0
174,175,167,False,1
134,171,193,False,0
101,160,125,False,0
150,132,139,False,0
166,180,175,False,1
113,169,100,False,0
188,167,141,True,1
131,176,147,False,0
147,130,186,False,0
189,169,200,False,1
137,117,136,False,0
137,194,135,False,0
170,134,182,False,1
132,129,123,False,0
165,103,178,False,0
138,104,152,False,0
140,169,136,False,0
156,196,101,False,0
147,123,130,False,0
144,186,195,False,1
124,149,142,False,0
107,143,144,False,0
178,132,103,False,0
162,167,143,False,0
114,144,107,False,0
186,158,163,False,1
162,129,115,False,0
178,144,121,False,0
161,137,139,False,0
126,120,110,False,0
181,100,172,False,0
147,123,186,False,0
181,107,183,False,0
176,138,131,True,1
113,143,184,False,0
136,145,107,False,0
167,148,142,False,0
200,168,135,False,1
177,175,173,False,1
113,115,140,False,0
108,196,146,False,0
135,142,117,False,0
182,187,178,False,1
153,109,151,False,0
190,153,112,False,0
169,138,181,False,1
169,139,199,False,1
197,158,171,False,1
156,191,173,False,1
143,181,138,False,0
195,155,186,False,1
141,139,134,False,0
146,105,153,False,0
126,171,179,False,0
187,101,188,False,1
124,138,193,False,0
163,174,141,False,0
170,192,195,False,1
114,110,197,True,0
184,134,183,False,1
126,176,122,False,0
145,154,108,False,0
139,155,136,False,0
178,123,132,False,0
182,159,113,False,0
110,154,159,False,0
180,190,179,True,1
183,122,180,False,1
146,178,123,False,0
199,152,100,True,1
165,135,145,False,0
104,179,171,False,0
130,162,115,False,0
122,132,157,False,0
177,105,182,False,0
102,180,188,False,0
166,146,161,False,0
193,167,167,False,1
193,139,147,False,1
156,162,174,False,1
185,129,191,True,1
124,171,196,False,0
198,168,173,False,1
131,124,193,True,0
109,175,194,False,0
169,104,187,False,0
179,103,139,False,0
190,157,169,False,1
133,166,143,False,0
144,142,199,False,0
176,123,155,False,0
194,106,153,False,0
160,142,192,False,1
107,187,100,False,0
136,122,114,False,0
114,162,196,False,0
157,190,172,False,1
170,195,187,False,1
119,129,124,True,0
200,186,173,True,1
117,116,137,False,0
113,156,109,False,0
140,108,167,False,0
174,112,157,False,0
137,158,117,False,0
143,127,167,False,0
144,110,199,False,0
143,109,167,True,0
179,176,121,False,1
199,174,115,False,1
189,169,192,False,1
192,153,170,False,1
114,107,148,False,0
178,149,173,False,1
132,118,174,True,0
180,174,123,False,1
168,199,101,False,0
145,138,130,False,0
166,191,189,False,1
119,149,163,False,0
195,174,199,False,1
103,132,156,False,0
123,198,168,True,0
100,164,133,False,0
128,180,165,False,0
194,182,122,False,1
145,108,122,False,0
186,125,190,True,1
133,114,172,False,0
158,173,114,False,0
164,196,107,False,0
143,100,191,False,0
